Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
1884,3.55678,3.22678,2.33209,2.04709,4.71171,4.29138,4.96689,4.59407,5.09687,4.41085,3.79766,3.40513,5.98414,4.72014,5.36262,4.06144,5.77249,3.90633,6.144,4.61059,5.56018,3.1225,5.85926,3.36869,6.36929,6.09262,5.96988,5.72956,4.47959,4.14254,4.97554,4.74914,4.56565,3.24933,4.23438,3.1888,4.22108,2.73008,3.93798,2.72957,5.71986,4.81911,5.04062,4.5225,6.63979,5.73324,6.94172,6.25445
1889,3.29459,2.92438,2.06916,1.74303,3.95161,3.50653,4.13877,3.74954,4.19442,3.69689,3.17397,2.86584,4.84016,4.30513,3.94017,3.48796,5.77926,3.84795,6.11241,4.48374,5.63198,3.12051,5.83186,3.21596,6.26133,5.99444,5.83065,5.59865,4.34762,4.00268,4.77312,4.54491,4.77366,3.81507,4.48632,3.68301,4.02064,2.88522,3.7191,2.72605,5.99304,4.99715,5.47618,4.86806,5.90545,4.85857,6.06736,5.28643
1894,3.44052,3.09549,2.36709,2.11702,4.77966,4.21639,5.03615,4.5616,5.21997,4.46741,3.9289,3.391,5.35683,4.51392,4.72259,4.17041,5.90933,3.95884,6.25807,4.65267,5.62709,3.05181,5.87036,3.13603,6.2214,6.03613,5.79256,5.61618,4.1256,3.89993,4.66492,4.51757,4.54509,3.53071,4.43355,3.59893,4.32614,3.27585,4.29246,3.4199,6.82884,5.89037,6.60076,6.01641,5.72419,4.78947,5.90323,5.1628
1899,3.22934,2.96566,2.08119,1.88468,4.10632,3.66026,4.24431,3.84346,5.27465,4.50914,3.9816,3.4004,5.10525,4.13045,4.33359,3.48286,5.68627,3.87395,6.04452,4.52294,5.51587,3.13065,5.77913,3.36375,6.38837,6.0535,5.86958,5.58454,4.52097,4.06624,4.90309,4.59992,3.03801,2.11594,2.63161,1.94816,2.97313,1.87632,2.59208,1.7492,6.93413,6.24654,6.82237,6.36181,6.01554,4.91935,6.17316,5.27707
1904,3.68127,3.38024,2.27307,2.14964,3.87683,3.58086,4.11693,3.86499,4.97323,4.3207,3.73973,3.24471,5.28591,4.24119,4.4081,3.49085,5.67034,3.87746,6.07776,4.63048,5.44587,3.10756,5.73026,3.40259,6.52217,6.15816,6.10208,5.80597,4.72703,4.26397,5.15605,4.85185,3.71247,2.59442,3.34865,2.54943,3.53312,2.25486,3.16757,2.2083,6.4088,5.6665,6.11625,5.67879,6.92059,6.01018,7.42885,6.741
1909,2.78694,2.52849,1.91286,1.7359,2.97279,2.63591,3.07888,2.7933,5.16487,4.39126,3.88813,3.31228,6.25034,4.9871,5.67479,4.54456,5.71713,4.00999,6.13089,4.78683,5.47524,3.25415,5.78855,3.54597,6.22953,5.96087,5.74242,5.5045,4.28,3.93291,4.7261,4.48156,3.34869,2.19796,3.01576,2.17504,3.31063,1.99346,2.97979,1.9842,6.99301,6.16868,6.83377,6.34154,6.26093,5.17182,6.45843,5.59044
1914,2.80287,2.43046,1.78675,1.44096,3.0678,2.58451,3.1896,2.7976,4.93336,4.26375,3.67767,3.2935,5.52964,4.79676,4.99845,4.23307,5.74842,4.01272,6.23109,4.89043,5.53024,3.30887,5.86261,3.71678,6.55612,6.19952,6.21139,5.88737,4.72507,4.3155,5.24554,4.93881,4.37321,3.21233,4.21873,3.38573,3.89326,2.56533,3.72882,2.77984,6.805,5.91685,6.60761,6.09877,5.84594,4.84562,6.10488,5.32333
1919,3.06726,2.56945,2.06373,1.57488,3.05922,2.76997,3.29711,3.05889,4.9447,4.17818,3.74787,3.2147,6.46361,5.40623,6.12276,5.07801,5.48317,3.84505,5.75909,4.4435,5.21553,3.01602,5.33119,3.13269,6.26901,6.03468,5.87401,5.65909,4.25332,3.97069,4.7955,4.60624,5.06222,3.84808,4.9271,3.98649,4.40914,3.01701,4.25489,3.16991,6.47425,5.75802,6.18075,5.81392,5.39336,4.50512,5.41886,4.62479
1924,3.01417,2.59506,1.94812,1.66247,3.74898,3.27124,4.05411,3.64276,4.33558,3.66992,3.37727,2.98955,5.89922,4.86704,5.38722,4.37524,5.8812,4.02252,6.23254,4.74652,5.71944,3.32018,6.03349,3.69219,6.17671,5.89129,5.74407,5.51431,4.26975,3.87787,4.75005,4.51373,4.17947,3.12355,3.96143,3.15623,3.92383,2.6924,3.69054,2.74614,7.03105,6.07585,6.81531,6.27856,5.04801,4.02767,4.91512,4.05145
1929,3.03849,2.83282,2.17128,2.00726,2.68916,2.48675,2.78192,2.59457,4.97203,4.29979,3.6414,3.24993,5.02979,4.48657,4.36334,3.75795,5.59277,3.81759,6.04625,4.54168,5.46882,3.15975,5.84743,3.52407,6.19467,5.96608,5.75841,5.55746,4.21752,3.91575,4.68845,4.49848,4.03799,2.84569,3.7772,2.81961,3.76255,2.32214,3.47753,2.31573,6.31532,5.29485,5.86253,5.20912,5.59021,4.46833,5.64402,4.69214
1934,3.17238,2.83067,2.25809,1.98088,4.05614,3.72038,4.29849,4.01078,5.0114,4.33728,3.62322,3.22932,5.12319,4.47713,4.51629,3.83378,5.75551,3.92426,6.05573,4.54975,5.51192,3.06426,5.71334,3.21385,6.41751,6.06289,6.01622,5.69816,4.59841,4.16021,5.05001,4.72976,3.93687,2.98942,3.69398,3.02209,3.5368,2.44394,3.27197,2.47164,6.75595,5.80251,6.54035,5.98495,5.16496,4.2364,5.18646,4.37035
1939,3.40543,3.05853,2.28253,2.04179,3.85118,3.35524,3.95099,3.54677,5.43864,4.59832,4.12713,3.53401,5.04607,4.33955,4.1644,3.41704,5.75521,3.94279,6.10663,4.6255,5.48099,3.07567,5.77076,3.34762,6.4023,6.13029,6.02572,5.79712,4.45856,4.12358,5.01367,4.80567,4.02956,2.90179,3.77138,2.91735,3.62164,2.27018,3.31411,2.22511,6.75439,5.99324,6.20838,5.85992,5.38382,4.33319,5.30451,4.44731
1944,3.3145,2.96686,2.14666,1.8527,3.80016,3.43434,3.94272,3.60729,5.8069,4.82425,4.31835,3.61208,5.06784,4.68841,4.2635,3.86153,5.77044,3.97376,6.21408,4.8136,5.58214,3.2631,5.88703,3.60062,6.38101,6.05158,6.01573,5.71198,4.51964,4.11009,5.02782,4.71865,4.07376,3.04654,3.86287,3.10915,3.70329,2.51051,3.46957,2.5653,7.03031,6.3204,6.72847,6.40181,5.38788,4.39537,5.32223,4.62072
1949,3.72769,3.27803,2.55221,2.23567,3.17088,2.963,3.37589,3.18954,6.55932,5.30051,4.7912,3.76213,4.4591,4.30401,3.60297,3.37888,5.64525,3.90156,6.26126,4.69311,5.6185,3.43868,6.19677,4.00336,6.40598,6.08529,6.05558,5.75544,4.59736,4.19223,5.11169,4.80102,3.8585,2.58179,3.47688,2.49664,3.65649,2.1922,3.27759,2.11231,7.30239,6.6297,7.18533,6.78574,6.2983,5.07866,6.08499,5.27403
1954,3.51749,3.14049,2.26392,1.97746,3.2461,3.10253,3.49929,3.35776,6.16172,5.24709,4.52707,3.8402,4.3725,4.11789,3.44132,3.13028,5.77688,4.00369,6.10798,4.63906,5.49021,3.12022,5.73725,3.31838,6.35963,6.06237,5.94728,5.69336,4.40059,4.06289,4.9019,4.67421,4.10733,2.76715,3.73459,2.68386,3.88105,2.36847,3.51382,2.28229,6.99068,6.33329,6.74749,6.34587,6.23844,5.18994,6.25355,5.52531
1959,3.52055,3.10843,2.26534,1.89155,3.25056,2.99819,3.51874,3.29335,5.15074,4.33939,3.74058,3.17527,4.67021,4.12782,3.51631,3.07503,5.60347,3.88795,6.02176,4.58952,5.33434,3.06347,5.60793,3.24055,6.2211,5.95026,5.75902,5.52211,4.18014,3.87112,4.6577,4.44693,4.06641,3.05856,3.71061,2.89535,3.68281,2.44299,3.33538,2.31409,8.40875,7.87014,8.98805,8.57157,6.21261,5.25343,6.41478,5.83464
1964,2.9725,2.63115,2.15938,1.85026,2.85071,2.69988,2.94177,2.77165,4.93431,4.2842,3.69997,3.26644,4.69876,4.21846,3.80081,3.41171,5.66287,3.94284,6.03954,4.69998,5.41741,3.19114,5.71422,3.50679,6.35363,6.12678,5.99853,5.79332,4.32372,4.05843,4.90479,4.7272,3.52171,2.4887,3.20947,2.45569,3.47672,2.28652,3.14505,2.26242,8.29855,7.59867,8.40587,8.04098,6.02659,4.91335,6.10213,5.39596
1969,3.29442,2.82935,2.17213,1.79103,3.33777,3.11837,3.56535,3.3728,5.41392,4.60109,3.97266,3.37983,5.8257,4.97445,5.22181,4.48203,5.64906,3.96664,6.15048,4.7478,5.46707,3.25036,5.84816,3.58355,6.42195,6.11133,5.95426,5.67783,4.41733,4.05169,4.89636,4.6351,4.38144,3.28928,4.19955,3.39977,4.02598,2.79281,3.83229,2.9261,7.98262,7.16884,7.97583,7.56276,5.97136,4.91622,5.87693,5.15724
1974,3.18472,2.64278,2.07239,1.54351,3.88371,3.62466,4.122,3.90936,4.37201,3.67523,3.41017,2.92624,6.36316,5.55865,5.97392,5.29581,5.59636,3.85641,5.99575,4.47699,5.38601,3.06905,5.72709,3.29591,6.48757,6.10155,6.0459,5.6974,4.59414,4.11224,5.06499,4.70508,5.19989,4.06074,5.09158,4.24552,4.38528,3.08856,4.23288,3.26751,7.83186,7.03524,7.90081,7.47281,6.75454,5.66538,6.77347,6.01456
1979,2.91901,2.55735,1.90666,1.61358,2.77111,2.48933,2.87192,2.59575,4.88583,4.16944,3.54334,3.13913,5.64757,4.77495,4.96108,4.10242,5.66523,3.93784,6.10343,4.67189,5.47955,3.20922,5.80383,3.51366,6.26108,5.92954,5.81896,5.51713,4.43254,4.01461,4.8752,4.56594,5.01067,3.79175,4.85964,3.91798,4.37299,3.01062,4.22379,3.15357,8.09465,7.21057,8.42036,7.84653,6.42198,5.43838,6.5123,5.86485
1984,2.98501,2.76937,2.14788,1.97176,2.44608,2.38473,2.61181,2.54492,4.40884,3.87735,3.52441,3.2161,5.51591,4.60054,4.80564,3.88526,5.83018,3.96508,6.15171,4.62839,5.61981,3.19493,5.86481,3.38488,6.39244,6.05243,6.00416,5.67944,4.48272,4.08036,4.98114,4.66831,4.00162,2.78577,3.66251,2.7166,3.7511,2.35389,3.38385,2.25083,7.68715,6.8024,7.85568,7.3758,6.34296,5.35744,6.35323,5.6626
1989,3.33671,2.86975,2.19428,1.69666,3.04902,2.82677,3.17546,2.96909,4.94843,4.30997,3.65611,3.26321,5.15296,4.53055,4.28759,3.69184,5.78401,4.01047,6.28945,4.79617,5.69807,3.48872,6.20381,4.03358,6.29785,6.02117,5.90756,5.64162,4.38399,4.04517,4.88169,4.62091,4.25128,3.15762,3.89277,3.14905,3.73637,2.40623,3.33491,2.43433,7.37404,6.66264,7.60151,7.02482,6.57948,5.58001,6.6862,5.99725
1994,3.22763,2.69997,2.07176,1.56768,2.93119,2.81392,3.06897,2.95233,5.0395,4.24828,3.72857,3.28307,5.51315,4.94748,4.8422,4.25328,5.81762,3.90686,6.19183,4.58921,5.75809,3.38056,6.07584,3.68955,6.336,6.06796,5.98686,5.73454,4.43082,4.13031,4.99033,4.7699,3.88235,2.75965,3.63127,2.81333,3.71632,2.45343,3.45296,2.51707,7.3693,6.72767,7.72193,7.26319,6.12226,5.12102,6.18723,5.51186
1999,3.15242,2.65698,2.23877,1.77119,3.17158,2.94421,3.34242,3.15431,5.04248,4.56149,3.64137,3.38576,5.78032,4.8679,4.99804,4.13259,5.85575,3.91562,6.1613,4.51606,5.82969,3.41875,6.16575,3.87006,6.23532,5.90753,5.78148,5.49531,4.23677,3.84646,4.70989,4.45117,4.03565,2.92424,3.79771,2.94158,3.74105,2.46722,3.52118,2.52685,7.20423,6.48918,7.35143,6.81282,6.65041,5.61728,6.88467,6.21414
2004,2.62285,2.38869,1.86757,1.61508,3.26254,2.98018,3.4424,3.18744,5.05343,4.42909,3.63393,3.30038,6.18866,5.09502,5.70121,4.58745,5.935,4.15405,6.50371,5.06118,5.83474,3.56518,6.29168,4.10368,6.42955,6.06419,6.01165,5.67982,4.53452,4.0793,5.01254,4.67532,4.14348,2.94419,3.82327,2.84926,3.78908,2.35236,3.47123,2.28381,7.45049,6.77895,7.83169,7.30646,7.04216,6.00327,7.24546,6.56255
2009,2.87027,2.56644,1.9453,1.64448,2.66541,2.33443,2.77897,2.50763,5.34742,4.64122,3.91468,3.5294,6.16982,5.17663,5.65254,4.86404,5.90837,4.14585,6.42384,4.92944,5.69034,3.36013,6.18797,3.78057,6.35693,6.01333,5.8918,5.57476,4.41341,3.95512,4.84243,4.49614,4.81189,3.59445,4.67455,3.66003,4.39988,3.08354,4.32272,3.20917,7.04378,6.10393,7.35626,6.5617,6.31985,5.2658,6.43265,5.76961
2014,2.93093,2.52336,2.0023,1.68314,3.12915,2.71638,3.37629,3.03547,4.2017,3.53012,3.26427,2.79779,5.95836,4.92134,5.2858,4.33666,5.80083,4.10795,6.26729,4.90809,5.49713,3.35565,5.84893,3.85944,6.34854,6.00315,5.96396,5.66198,4.50135,4.06382,4.96066,4.64391,4.89979,3.69553,4.76918,3.82818,4.43095,3.11988,4.3216,3.27841,7.26584,6.81224,7.79867,7.47111,6.49323,5.35862,6.74956,5.96681
2019,2.73388,2.45538,1.89021,1.61269,2.80875,2.42094,3.02138,2.71807,6.07623,5.14984,4.28439,3.63471,5.93075,5.00407,5.36461,4.50639,6.0265,4.25185,6.57112,5.05285,5.90211,3.63656,6.46739,4.20188,6.38597,6.02082,5.92264,5.60476,4.47955,4.00743,4.8991,4.55019,4.74027,3.48852,4.57827,3.59942,4.40995,3.04865,4.29833,3.24667,7.88244,7.46876,8.77923,8.32758,6.28345,5.32197,6.4129,5.69031
2024,2.98796,2.72648,1.81682,1.60169,3.29929,3.01365,3.54703,3.32359,5.18823,4.49143,3.85528,3.39045,5.72767,4.61543,5.14303,4.15982,6.07946,4.43852,6.75986,5.35072,5.89779,3.84899,6.67824,4.6402,6.34002,6.04539,5.96949,5.71174,4.43814,4.07155,4.96831,4.71651,4.62001,3.48604,4.44065,3.61195,4.02347,2.67282,3.83458,2.85145,8.33743,7.76219,9.30772,8.78428,6.31128,5.30979,6.46398,5.74364
2029,2.81867,2.49352,2.06975,1.78936,3.23126,2.85243,3.43233,3.11722,5.23135,4.45152,3.82998,3.3304,5.10087,4.38585,4.36626,3.68973,6.14657,4.52833,7.10606,5.81492,6.02419,4.07197,7.07104,5.26717,6.37327,6.115,6.02439,5.79013,4.42108,4.11185,4.96304,4.75429,3.97983,2.80552,3.70441,2.77661,3.76348,2.42893,3.51542,2.43902,7.74251,7.19112,8.47972,8.02386,6.12465,5.12331,6.28456,5.61115
2034,3.25651,2.79491,2.26124,1.80982,2.73098,2.50191,2.8864,2.67449,4.8363,4.1635,3.46784,3.03086,4.66172,4.32989,3.98046,3.59729,6.0225,4.52949,6.86916,5.73317,5.80763,3.91622,6.70452,5.01984,6.5499,6.30953,6.17994,5.9612,4.61907,4.36694,5.13728,4.96479,4.11459,2.93148,3.87394,2.91318,3.97951,2.65515,3.72677,2.62063,8.49811,7.80795,9.4822,8.8955,6.6987,5.73978,6.97328,6.33983
2039,3.16925,2.61249,1.99094,1.49113,2.79483,2.49861,2.73399,2.47339,5.32676,4.53085,3.87987,3.2985,4.87785,4.23279,4.14202,3.44284,6.119,4.47088,6.84491,5.44956,5.93756,3.86294,6.73157,4.70108,6.42056,6.18189,6.05132,5.86177,4.47781,4.2107,4.9958,4.84135,3.98939,2.87787,3.72846,2.90393,3.69591,2.34648,3.41024,2.40751,8.31348,7.42691,9.0243,8.34629,6.60017,5.52036,6.65304,5.91154
2044,3.91931,3.32518,2.43016,1.93966,2.838,2.52636,2.9095,2.63107,5.29583,4.44451,3.95846,3.37853,4.68884,4.33433,3.94833,3.49027,6.15284,4.45144,6.96383,5.50558,5.99333,3.86258,6.89938,4.80293,6.35746,6.08434,5.83357,5.56308,4.34671,3.97359,4.82462,4.55558,4.77483,3.50011,4.53723,3.49204,4.28864,2.83421,4.10329,2.88528,7.8426,6.93598,8.29901,7.5794,6.81759,6.04182,7.2627,6.76025
2049,2.98965,2.62886,2.09691,1.69235,2.71249,2.50247,2.83048,2.63459,5.47492,4.57728,4.09384,3.46051,4.50313,4.07036,3.71764,3.16296,6.01105,4.32652,6.79027,5.33394,5.85249,3.71632,6.71583,4.59635,6.08855,5.97901,5.61881,5.47388,4.07711,3.86567,4.58217,4.40918,4.13818,2.93198,3.84808,2.94458,3.86049,2.516,3.55298,2.50452,7.59953,6.68303,7.88904,7.18267,6.2401,5.16694,6.25619,5.55696
2054,3.42556,2.87246,2.35422,1.90684,2.18182,2.03019,2.31558,2.1736,5.41839,4.70384,3.8648,3.47078,4.79026,4.14098,4.16841,3.47714,6.08783,4.44988,6.82458,5.55851,5.78572,3.72435,6.5432,4.61184,6.39705,6.07708,5.91681,5.60907,4.5548,4.11344,4.99238,4.66541,5.21449,4.00906,5.13612,4.14546,4.48566,3.12154,4.39847,3.26968,8.03652,7.12533,8.44464,7.81362,6.16409,5.2787,6.32862,5.71519
2059,3.35308,2.8662,2.40655,1.97693,2.26133,2.17874,2.32228,2.22319,4.84573,4.16105,3.55592,3.22085,5.18654,4.3715,4.39709,3.61177,6.03037,4.48021,6.95343,5.67833,5.83829,3.90753,6.87191,5.06305,6.32936,5.9971,5.7986,5.46645,4.48109,4.01399,4.87164,4.51147,4.90647,3.7628,4.6941,3.83341,4.19553,2.85214,3.97587,2.94033,7.8807,7.00673,8.44743,7.78322,6.74585,5.72203,7.04728,6.31122
2064,3.56763,3.13409,2.28646,1.95694,3.58001,3.12884,3.68273,3.23845,4.55956,3.98271,3.4095,3.07357,5.36905,4.72598,4.68011,4.11141,6.03566,4.29954,6.65208,5.23446,5.84919,3.65868,6.47792,4.39396,6.36552,6.07092,5.82408,5.53455,4.48764,4.07521,4.88333,4.57225,4.35247,3.21345,4.0794,3.21494,3.89249,2.56175,3.60339,2.57136,7.53996,6.64446,7.87211,7.11262,6.54392,5.6133,6.81245,6.12612
2069,3.2305,2.63904,2.37537,1.89807,2.17355,2.10364,2.22361,2.14003,5.19408,4.4924,3.84723,3.40182,5.01993,4.41942,4.21883,3.64428,5.92035,4.33773,6.63575,5.35003,5.72015,3.71391,6.47465,4.58118,6.36929,6.05951,5.91119,5.62486,4.47866,4.06794,4.95237,4.64507,4.08643,2.95995,3.81331,2.96318,3.6906,2.38555,3.41663,2.40502,8.07008,7.06832,8.63324,7.85142,6.38578,5.42196,6.672,6.05506
2074,3.13127,2.56119,2.20834,1.63749,2.75029,2.54538,2.8855,2.69214,5.18272,4.38076,3.81647,3.23198,5.45892,4.46215,4.69766,3.70792,5.9309,4.22483,6.49779,5.02272,5.72423,3.5349,6.29888,4.07676,6.2461,6.04181,5.86086,5.67516,4.29528,4.0328,4.8433,4.6677,4.59297,3.37912,4.37226,3.49649,4.10176,2.72327,3.89767,2.89735,7.76885,6.75139,8.1674,7.38237,5.79457,4.83448,5.90934,5.27462
2079,3.49382,2.81805,2.57849,2.01334,2.88218,2.63136,2.97313,2.73135,5.88278,4.96528,4.40332,3.82005,5.08776,4.37093,4.30694,3.5752,6.08257,4.5173,6.91275,5.69519,5.8251,3.89364,6.68038,4.82818,6.67582,6.30878,6.34127,6.00037,4.98509,4.54499,5.46731,5.13207,4.2531,3.00061,3.9657,3.06071,3.90738,2.50773,3.64141,2.60936,7.48343,6.59962,7.71913,7.10014,6.19907,5.23491,6.27515,5.64053
2084,3.59865,2.95316,2.6365,2.139,2.38124,2.23123,2.46332,2.31368,4.86525,4.1639,3.64514,3.18598,5.32843,4.54787,4.56224,3.8105,6.18511,4.4832,6.97492,5.62092,6.05936,3.9748,6.8979,4.93843,6.41385,6.19005,6.0221,5.81786,4.33307,4.04522,4.89043,4.70004,4.7297,3.54734,4.66643,3.74696,4.34363,3.05163,4.28127,3.26863,7.20615,6.36152,7.22008,6.67843,6.40995,5.4215,6.50169,5.84807
2089,3.75389,3.21223,2.50697,2.08444,2.95251,2.64593,3.07865,2.79684,5.64465,4.89715,4.2121,3.63012,5.09982,4.33608,4.48492,3.7068,6.34336,4.67707,7.29389,5.93428,6.27153,4.26334,7.3553,5.47017,6.33756,5.99539,5.91945,5.60863,4.48936,4.06751,4.96675,4.65182,3.67978,2.51856,3.39634,2.516,3.61676,2.31617,3.363,2.37151,6.98083,6.19553,6.72419,6.17953,6.57914,5.48507,6.71138,5.988
2094,3.2083,2.69915,2.28783,1.92435,2.64423,2.39895,2.73228,2.52219,5.48034,4.57964,4.19794,3.54133,4.38195,3.82603,3.64923,2.91267,5.84919,4.25207,6.66868,5.34594,5.73712,3.70226,6.52715,4.58263,6.38925,6.12035,5.93266,5.69347,4.41025,4.08282,4.84558,4.62055,3.84464,2.90049,3.70441,2.99635,3.68664,2.62983,3.58273,2.79356,7.03026,6.33361,6.71374,6.30331,6.26206,5.09315,6.35522,5.60394
2099,3.79525,3.2387,2.37,1.94684,2.72995,2.45761,2.85029,2.60087,5.77999,4.70246,4.29361,3.38438,4.87353,3.95951,4.29778,3.23841,6.20563,4.50203,6.92798,5.55175,5.9854,3.89752,6.81111,4.81467,6.31266,6.02853,5.96611,5.7354,4.41291,4.08087,4.96871,4.76176,4.75726,3.57966,4.57353,3.69972,4.14135,2.78023,3.96999,2.95024,6.81106,6.2154,6.69691,6.35405,6.35135,5.40402,6.4632,5.85678
2104,4.01197,3.66596,2.95072,2.69812,3.56212,3.09017,3.69846,3.31318,4.63516,3.7557,3.56135,2.9413,5.34273,4.36551,4.77803,3.69738,6.00061,4.34176,6.75022,5.38233,5.79068,3.69661,6.55392,4.50588,6.38264,6.12741,6.09277,5.85826,4.50709,4.1759,5.07764,4.84286,4.20123,2.96684,3.95542,2.97299,4.07349,2.72558,3.81347,2.71592,6.9023,6.36072,6.80537,6.48665,6.82141,5.80652,7.11376,6.4733
2109,3.34538,2.92488,2.51039,2.15972,3.44287,2.95224,3.51779,3.07121,4.66034,4.02007,3.45868,3.0276,4.87315,4.47043,4.47569,3.89891,6.01786,4.45169,6.85391,5.52471,5.85467,3.87731,6.76638,4.89772,6.31895,6.08709,5.92932,5.73774,4.27898,4.00535,4.83242,4.67106,3.51749,2.42012,3.31025,2.46597,3.58223,2.35671,3.32528,2.36275,7.13919,6.62359,7.18958,6.78917,7.02843,5.93029,7.36337,6.62347
2114,3.05321,2.67987,2.22262,1.90014,3.24292,2.95336,3.38519,3.13649,5.42343,4.72935,4.00081,3.54107,5.02263,4.32751,4.36375,3.59921,5.92824,4.26235,6.64207,5.2774,5.71082,3.6057,6.41509,4.379,6.26459,6.02175,5.81656,5.60092,4.31615,3.98097,4.77908,4.55472,3.72533,2.56038,3.55375,2.7498,3.75994,2.48704,3.53039,2.6353,7.07179,6.48961,7.11668,6.66372,6.48572,5.48898,6.66144,5.98865
2119,3.82262,3.3394,2.49812,2.08658,2.91376,2.63097,3.01787,2.75455,5.10154,4.34126,3.94913,3.40886,5.0281,4.23573,4.26698,3.47988,5.88176,4.31528,6.62359,5.28908,5.64993,3.64524,6.34958,4.29474,6.44443,6.13082,6.0541,5.75766,4.6011,4.20478,5.12162,4.82253,3.41758,2.20053,3.20762,2.28552,3.51227,2.19849,3.28182,2.28113,6.98967,6.28648,6.95183,6.38108,6.21582,5.18858,6.34546,5.67929
2124,3.98595,3.46036,2.60507,2.25883,3.5225,3.1579,3.66593,3.34859,5.33093,4.6907,3.85797,3.42165,4.88607,4.15165,4.15209,3.38673,6.02606,4.38108,6.78006,5.44694,5.78688,3.71515,6.57394,4.58984,6.23399,6.00871,5.79702,5.60281,4.18149,3.91859,4.68896,4.52346,3.64506,2.47228,3.32136,2.51927,3.49595,2.08245,3.10651,2.12584,7.13717,6.80017,7.41396,7.11261,6.11978,5.09929,6.10131,5.38767
2129,3.28415,2.96548,2.07013,1.80424,3.33316,3.09234,3.48575,3.26294,5.9325,5.10569,4.20521,3.65252,5.50296,4.54842,4.77481,3.89068,5.89828,4.34112,6.691,5.47511,5.72233,3.77171,6.52054,4.7115,6.24512,5.98851,5.84011,5.62757,4.30179,3.98767,4.81015,4.61883,3.58887,2.71319,3.33028,2.70929,3.33214,2.19727,3.05358,2.23978,8.11384,7.32381,8.5386,7.84824,5.54919,4.58477,5.53382,4.89755
2134,3.05147,2.51278,2.22244,1.66072,2.98863,2.67719,3.22986,2.96934,4.89177,4.29794,3.63333,3.31549,5.61801,4.63773,5.03431,4.10608,6.0314,4.36302,6.62949,5.24259,5.80075,3.69262,6.45036,4.38534,6.44914,6.14649,6.08598,5.81004,4.55881,4.2215,5.09894,4.85388,3.85345,2.68373,3.66978,2.77647,3.78098,2.4989,3.56699,2.57795,6.91108,6.27971,6.97849,6.44575,6.0867,5.13634,5.99317,5.34565
2139,3.35349,2.95807,2.09642,1.7263,2.8281,2.60076,3.02452,2.82281,5.47277,4.59074,4.09705,3.43071,6.15528,5.10104,5.65705,4.61037,6.1763,4.48462,6.91715,5.69329,5.88324,3.80259,6.68728,4.81801,6.32606,6.05421,5.9459,5.71781,4.29915,3.95131,4.80367,4.57545,4.20715,3.2445,4.21507,3.5679,4.05087,2.98691,4.0325,3.33106,6.9804,6.44887,7.06731,6.64295,6.20393,5.30322,6.28345,5.68135
2144,4.10941,3.43808,2.6387,2.04993,2.95424,2.71504,3.11493,2.91226,5.27836,4.45135,3.94077,3.37161,6.03078,4.98891,5.55182,4.59745,6.11661,4.48537,6.88331,5.61178,6.0731,4.10564,6.88017,5.08669,6.26848,5.94307,5.83323,5.54482,4.39545,3.98638,4.89707,4.6117,4.30814,3.13719,4.07863,3.14143,4.01879,2.64471,3.76083,2.65282,7.12346,6.44319,7.20446,6.62777,5.9634,4.92352,6.15183,5.51338
2149,3.23312,2.51149,2.28945,1.60538,3.04901,2.7519,3.20661,2.94541,4.91407,4.37007,3.42218,3.11171,6.24183,5.23144,5.88812,4.85234,6.0495,4.39418,6.77174,5.42303,5.8907,3.79411,6.60883,4.59322,6.33113,6.1347,5.96082,5.80447,4.34211,4.09935,4.90067,4.76519,3.88875,2.8156,3.58056,2.75255,3.65002,2.33568,3.36004,2.34573,7.28183,6.87668,7.55112,7.23881,5.84966,4.89969,5.87051,5.23646
2154,2.94988,2.60453,2.06796,1.77847,3.42149,3.24043,3.63272,3.46113,4.87734,4.20494,3.77954,3.3597,6.18177,5.41257,5.96783,5.1671,5.88116,4.24126,6.50378,5.01474,5.71172,3.59215,6.35198,4.15375,6.25124,6.08228,5.8797,5.73134,4.12276,3.9216,4.73151,4.62,3.84459,2.83434,3.55909,2.85904,3.32147,2.06007,2.98437,2.06315,7.31537,6.75295,7.60114,7.163,5.93543,4.96861,5.9973,5.359
