Snap,x1mis_allha,x1mis_ntha,x1mis_allbb,x1mis_ntbb,x2jxq_allha,x2jxq_ntha,x2jxq_allbb,x2jxq_ntbb,x1f5g_allha,x1f5g_ntha,x1f5g_allbb,x1f5g_ntbb,x2l8f_allha,x2l8f_ntha,x2l8f_allbb,x2l8f_ntbb,x1zih_allha,x1zih_ntha,x1zih_allbb,x1zih_ntbb,x1zihstem_allha,x1zihstem_ntha,x1zihstem_allbb,x1zihstem_ntbb,x1szy_allha,x1szy_ntha,x1szy_allbb,x1szy_ntbb,x1szystem_allha,x1szystem_ntha,x1szystem_allbb,x1szystem_ntbb,x2koc_allha,x2koc_ntha,x2koc_allbb,x2koc_ntbb,x2kocstem_allha,x2kocstem_ntha,x2kocstem_allbb,x2kocstem_ntbb,x1d20_allha,x1d20_ntha,x1d20_allbb,x1d20_ntbb,x2hkb_allha,x2hkb_ntha,x2hkb_allbb,x2hkb_ntbb
940,2.75004,2.45952,1.80969,1.6306,2.70972,2.44115,2.86526,2.61308,3.84101,3.29869,2.8783,2.45698,3.93949,3.36958,3.63552,3.17943,4.42915,3.90646,5.66799,5.01302,4.12377,3.31316,5.06023,3.83543,3.71533,3.77649,3.38958,3.35082,2.19868,2.079,2.58543,2.4702,2.98488,2.87985,3.21429,3.06439,2.40602,2.34237,2.81744,2.70083,4.25575,2.68392,3.62719,3.03389,3.32391,2.77032,3.51721,3.21771
941,3.06958,2.6006,2.23738,1.80922,2.84168,2.62327,2.95681,2.74348,3.5062,3.1154,2.87048,2.56604,4.10852,3.35391,3.76693,3.17457,4.45812,3.98069,5.44172,4.87316,4.23502,3.56004,5.0236,4.0105,4.26198,4.25299,4.04167,3.96178,2.77495,2.62845,3.24343,3.13912,2.83737,2.66614,3.08469,2.87559,2.21983,2.09033,2.58203,2.38159,4.51832,3.00944,4.11464,3.47105,3.38226,2.75835,3.5026,3.16273
942,2.6804,2.29281,1.89827,1.52961,3.19758,2.98906,3.35226,3.15437,3.67419,3.13209,2.76675,2.27791,3.99796,3.45352,3.78179,3.39853,4.15619,3.67662,5.06607,4.55193,3.92395,3.18527,4.66423,3.6896,4.13999,4.17619,3.85141,3.77419,2.72293,2.57975,3.19776,3.04645,3.15271,2.79879,3.47094,3.07387,2.77089,2.50538,3.24057,2.89476,4.38097,2.83398,3.98806,3.28651,3.36541,2.59869,3.39251,2.87737
943,2.78206,2.23864,1.89904,1.35568,2.71454,2.52888,2.85457,2.68556,3.42898,2.90069,2.9005,2.50083,3.7411,3.16904,3.33465,2.90775,4.07442,3.71431,5.1081,4.74891,3.81783,3.27279,4.68772,3.9471,4.02031,4.03634,3.572,3.50445,2.51528,2.31334,2.8987,2.75355,2.91623,2.64816,3.24968,2.972,2.5584,2.32792,3.01738,2.76222,4.57082,3.16161,4.43116,3.66857,3.23184,2.67283,3.34897,3.07303
944,2.63429,2.24719,1.86016,1.50376,2.64174,2.33654,2.74708,2.45542,4.01626,3.38935,3.01237,2.521,3.99755,3.2329,3.52153,2.95709,4.27782,3.83846,5.14643,4.69988,4.0249,3.36824,4.69094,3.71999,3.9019,4.00446,3.55039,3.56141,2.38624,2.36046,2.81728,2.78972,2.57479,2.31305,2.76623,2.45896,2.13707,1.90731,2.44027,2.14173,4.85702,3.25356,4.77758,3.75781,3.44843,2.92037,3.54465,3.33726
945,3.02564,2.5622,2.05492,1.6934,2.7522,2.52243,2.82479,2.63148,3.53336,2.88819,2.69005,2.12661,3.75612,3.15591,3.20994,2.76194,4.09372,3.80011,4.91127,4.69608,3.7848,3.3253,4.3447,3.75149,3.93152,4.02156,3.54701,3.53823,2.37678,2.31789,2.78766,2.74071,3.23435,3.13274,3.50116,3.3695,2.42598,2.39601,2.90216,2.8306,4.05943,2.78304,3.97125,3.20717,3.51685,3.15382,3.79902,3.65393
946,2.80417,2.42609,1.9,1.5162,2.83885,2.47793,2.92551,2.62544,4.00313,3.52627,3.17186,2.83819,3.36867,2.83162,2.89222,2.34009,4.43223,4.0038,5.49041,5.054,4.14809,3.48241,4.96467,3.92767,3.99609,4.11462,3.53649,3.54222,2.34476,2.32538,2.8285,2.79904,3.34347,3.07977,3.74373,3.42678,2.75756,2.58141,3.38045,3.12892,4.32464,3.05855,4.13884,3.5185,3.49174,3.22935,3.69735,3.65027
947,2.5664,2.27256,1.81078,1.51159,3.58054,3.17762,3.80767,3.44394,4.10143,3.54973,3.09216,2.63654,3.35106,2.79842,2.72969,2.18612,4.79565,4.23927,5.77136,5.19139,4.49145,3.62422,5.33361,4.046,3.82586,3.90228,3.29726,3.27354,2.22024,2.06245,2.54827,2.43212,3.3679,3.2295,3.69725,3.51683,2.71719,2.6395,3.26169,3.13374,3.76863,2.50473,3.45967,2.86179,3.51682,3.09098,3.80085,3.54583
948,2.76756,2.35329,1.94321,1.50939,3.38924,3.20503,3.6442,3.48304,4.27125,3.83025,3.20265,2.91644,3.6623,2.92449,3.12201,2.67284,4.62134,4.02704,5.64179,5.10507,4.30427,3.40026,5.0303,3.71519,3.92949,4.00954,3.3632,3.34008,2.23956,2.17429,2.61872,2.56271,2.75044,2.71253,3.03658,2.99964,2.42159,2.39706,2.8539,2.84323,4.32049,3.12656,4.27258,3.58075,3.83111,3.4512,4.20778,4.00424
949,3.0597,2.57618,2.1307,1.65192,3.29142,2.95168,3.41459,3.11395,4.3928,3.89655,3.24107,2.94281,3.51208,2.77896,2.865,2.3217,4.55435,3.92609,5.43769,4.90092,4.36475,3.4794,4.99819,3.76024,4.05655,4.10471,3.53454,3.48368,2.37283,2.23383,2.76717,2.65973,2.58421,2.48037,2.90941,2.76528,2.3701,2.30284,2.79346,2.68033,4.33431,3.00231,4.27079,3.46976,4.34709,4.0943,4.73103,4.65209
950,2.79791,2.38347,2.07135,1.61121,3.91286,3.50102,4.09316,3.73435,3.65996,3.16813,2.92699,2.5449,3.78627,3.23223,3.36813,2.99866,4.68824,4.24017,5.65135,5.20732,4.26628,3.54749,5.10174,4.0902,4.2775,4.25756,3.89942,3.75308,2.90684,2.68062,3.33403,3.11849,2.86947,2.85054,3.17958,3.15585,2.54659,2.54991,2.93877,2.94421,4.61781,3.4203,4.72001,4.00512,3.90647,3.50577,4.13857,3.98578
951,3.2025,2.56653,2.35909,1.69384,3.41991,3.10259,3.52763,3.26029,4.04098,3.43519,2.95359,2.51624,3.53576,2.9482,3.14793,2.70956,4.82279,4.17891,5.77556,5.23018,4.45141,3.46637,5.18832,3.95104,4.50885,4.50517,4.17466,4.07922,3.10272,2.92144,3.56686,3.43274,2.90533,2.77531,3.12349,2.94892,2.52205,2.43023,2.83494,2.67684,4.95337,3.77487,5.04778,4.4067,3.6896,3.30188,3.85891,3.67706
952,3.01094,2.43545,1.99809,1.50416,3.43428,3.15879,3.58844,3.35362,4.05564,3.53445,3.13106,2.76746,4.02889,3.33073,3.57482,3.15911,4.45203,3.92742,5.35461,4.92187,4.06073,3.25879,4.67206,3.76295,4.33608,4.29339,4.14182,3.99836,2.98819,2.73752,3.4571,3.24752,2.74191,2.66119,2.95369,2.80225,2.35775,2.33051,2.70358,2.59957,4.99168,3.50721,4.90496,4.04941,4.22366,3.90718,4.46763,4.31434
953,3.1896,2.61297,2.01736,1.49617,3.11157,2.84076,3.27985,3.04622,3.43627,2.9817,2.64941,2.27779,3.92477,3.29169,3.41722,2.99074,4.58058,4.1153,5.5852,5.13974,4.19283,3.45769,4.90748,3.82105,4.23984,4.24063,3.88101,3.76576,2.76841,2.55608,3.17197,2.98397,2.94738,2.66563,3.33071,3.05235,2.58046,2.36881,3.05271,2.82063,5.06265,3.53847,5.07316,4.1368,3.68485,3.4346,3.9499,3.87767
954,3.2323,2.6136,2.17475,1.59485,2.88969,2.45535,2.94099,2.569,3.66168,3.13654,2.90094,2.56209,3.59329,2.84529,3.00899,2.53535,4.49482,3.78873,5.4993,4.94528,4.22695,3.21438,4.9178,3.85407,4.40723,4.47238,4.05563,4.02437,2.79402,2.7538,3.32628,3.28294,3.2417,3.07789,3.55481,3.35644,2.75121,2.64644,3.21326,3.07322,5.30202,3.85043,5.15259,4.44429,3.44136,3.0259,3.5685,3.3984
955,2.82142,2.25894,1.95794,1.43825,3.4384,3.13215,3.58186,3.30023,3.79775,3.29002,3.0286,2.68935,3.41497,2.77698,2.88258,2.35237,4.39372,3.76893,5.41382,4.80871,4.14069,3.22164,4.95314,3.72634,4.35923,4.41949,3.93231,3.90462,2.8163,2.71293,3.26284,3.189,3.123,2.99733,3.44809,3.29231,2.62575,2.54549,3.11682,2.99668,5.0002,3.77799,4.97245,4.47111,2.92129,2.44984,3.00736,2.79935
956,3.45918,2.73945,2.19716,1.47074,3.21929,2.88385,3.2865,3.00189,4.18178,3.62323,3.27262,2.91167,3.80398,3.0526,3.15829,2.58956,4.50254,3.74581,5.45396,4.73922,4.24107,3.17722,5.00892,3.67969,4.3034,4.32539,4.0676,4.01702,2.95973,2.8508,3.4743,3.3984,2.93458,2.74473,3.26469,3.05111,2.50757,2.38005,2.98609,2.82093,5.39553,4.1951,5.58058,4.98051,3.14784,2.81655,3.19286,3.12603
957,3.42258,2.83581,2.25808,1.73527,2.82904,2.4103,2.70434,2.35128,4.4805,3.84136,3.4911,3.06902,3.58333,2.85583,2.99115,2.50337,4.49061,3.98616,5.29601,4.86125,4.16992,3.45827,4.73208,3.88341,4.48159,4.49415,4.20403,4.11715,3.09496,2.92731,3.64946,3.51926,2.52136,2.41563,2.82614,2.73574,2.29489,2.22915,2.67869,2.61965,5.79047,4.45877,5.91039,5.21789,3.134,2.68921,3.1936,3.05503
958,3.83795,3.2001,2.62278,1.96712,2.84002,2.60265,2.90358,2.66919,4.05544,3.52451,3.07903,2.70895,3.51325,2.75778,2.95349,2.48353,3.96738,3.80387,4.84417,4.89705,3.54972,3.19538,3.9933,3.73213,4.58312,4.56702,4.38609,4.26908,3.26507,3.10251,3.80675,3.66893,2.67571,2.49343,2.90672,2.65551,2.32825,2.1939,2.69252,2.47092,5.73787,4.09348,5.60887,4.78413,3.37373,2.92698,3.35605,3.13691
959,3.26203,2.85519,2.17738,1.8035,2.71581,2.30025,2.77348,2.41323,4.23323,3.58811,3.16737,2.76132,3.72763,2.8875,3.02294,2.45645,4.03867,3.90614,4.93155,5.00981,3.6042,3.29607,3.95832,3.74281,4.80175,4.77603,4.73375,4.61803,3.56755,3.41644,4.11712,3.98873,2.72123,2.63932,2.79685,2.68841,2.18511,2.14115,2.29453,2.20701,5.74403,4.39345,5.79655,5.15635,3.228,2.67068,3.26275,2.93756
960,2.62458,2.09973,1.86318,1.34826,3.3479,2.87834,3.42832,3.04871,4.03374,3.47293,3.00122,2.60209,3.57216,2.67011,2.75805,2.13377,4.00163,3.82438,4.82029,4.80344,3.57237,3.22273,4.04257,3.70604,4.30973,4.29633,3.97013,3.8538,2.97492,2.7856,3.42528,3.26832,2.95538,2.74419,3.15584,2.93018,2.39996,2.2231,2.71316,2.49549,5.66865,4.21635,5.65697,4.96492,3.28116,2.77106,3.28343,3.01596
961,2.86785,2.48683,1.96872,1.58659,3.19379,2.81037,3.20016,2.82266,3.7226,3.13279,3.02525,2.61763,3.57132,2.67544,2.84435,2.17151,4.08515,3.95412,5.02753,4.95503,3.69596,3.41232,4.25231,3.90024,3.84817,3.92895,3.61081,3.58631,2.4434,2.3745,2.89236,2.81982,3.33908,3.19365,3.61345,3.43288,2.45626,2.34508,2.84022,2.66253,5.38774,4.02617,5.16259,4.51875,2.82947,2.38395,2.8447,2.61302
962,2.736,2.23926,2.01409,1.52872,3.09436,2.66969,3.17976,2.81525,3.7943,3.24936,2.83755,2.42411,3.75228,3.07126,3.1219,2.67921,4.10233,3.86068,5.04574,4.93971,3.79326,3.37241,4.34745,3.85743,3.5861,3.68924,3.27827,3.29242,2.20569,2.18393,2.61006,2.57576,3.59254,3.38751,3.84495,3.5873,2.59271,2.42682,3.00271,2.75022,5.11596,3.51243,4.81228,3.98449,3.14688,2.7148,3.13146,2.87326
963,3.01119,2.47876,1.9784,1.4029,3.35311,3.13136,3.46846,3.24592,3.81049,3.15572,3.06171,2.55373,3.8714,3.02135,3.15826,2.60726,4.14847,3.80661,4.97317,4.85052,3.81173,3.27301,4.32487,3.83181,3.59247,3.69816,3.27389,3.32144,2.18149,2.18963,2.537,2.56455,3.75788,3.48458,4.06314,3.70367,2.86543,2.63919,3.32577,2.97287,4.48456,2.94623,3.98006,3.23759,3.04709,2.443,2.9054,2.53981
964,3.22981,2.65309,2.19437,1.63896,3.11461,2.84816,3.21895,2.9705,3.38569,2.93235,2.60697,2.25087,3.72393,3.16324,3.33651,2.86928,4.08789,3.89499,4.92397,4.85882,3.67576,3.31576,4.26899,3.9045,3.37986,3.49905,3.21416,3.28334,2.10285,2.13622,2.49787,2.54262,3.36034,3.19724,3.73933,3.54693,2.76101,2.65316,3.27823,3.12281,4.87396,3.44033,4.40859,3.78712,2.97511,2.41327,2.90273,2.60053
965,2.94468,2.65452,2.04515,1.74434,2.7542,2.5058,2.87076,2.63618,3.14028,2.70408,2.61259,2.25849,3.6385,3.21699,3.37366,3.00136,4.25516,3.95933,5.10518,4.95845,3.96285,3.50494,4.41146,3.88144,3.75381,3.87279,3.4276,3.4747,2.30323,2.32527,2.72259,2.73931,2.71752,2.57478,3.00365,2.7753,2.29467,2.17201,2.70983,2.48615,5.00456,3.48795,4.60774,3.86745,3.14253,2.85369,3.16297,3.07351
966,2.71744,2.33431,1.9543,1.58943,2.6925,2.33335,2.78839,2.46752,3.26716,2.8012,2.44952,2.05656,3.66761,3.16003,3.18605,2.78713,4.03318,3.80288,5.05635,4.9005,3.63132,3.17472,4.20833,3.66765,3.83685,3.96349,3.54106,3.59258,2.36522,2.36129,2.80166,2.80681,2.84709,2.61525,3.23706,2.96069,2.50463,2.32997,3.00408,2.75871,4.8402,3.44094,4.32569,3.71236,2.95126,2.48776,2.98897,2.72288
967,3.03326,2.80814,1.91212,1.73588,2.78508,2.43362,2.83347,2.52095,3.25247,2.82804,2.47533,2.07268,3.46748,2.86159,2.90811,2.42117,4.18018,3.8733,5.19383,4.981,3.74235,3.19983,4.32993,3.70143,3.74654,3.87211,3.35858,3.4195,2.21267,2.21209,2.59953,2.62401,2.98521,2.76215,3.19428,2.9604,2.39185,2.2275,2.67272,2.45802,5.08607,3.71379,4.78937,4.15092,2.80417,2.19474,2.82681,2.46218
968,2.9101,2.63584,1.84916,1.556,3.24359,2.845,3.35773,2.98965,3.74107,3.28495,2.97251,2.56205,3.5594,2.90685,2.93727,2.44042,3.89592,3.8033,4.85851,4.80467,3.46557,3.24038,3.983,3.67646,3.98462,4.11769,3.52533,3.56334,2.42048,2.38222,2.86235,2.84221,3.24545,3.05844,3.40058,3.20748,2.29782,2.158,2.68577,2.50732,5.55891,4.08927,5.28717,4.6108,2.50403,2.0259,2.48331,2.25024
969,2.74399,2.3592,1.94489,1.54591,3.40238,3.03656,3.50816,3.158,4.0835,3.43828,3.18844,2.65389,3.44071,2.90393,2.90953,2.43174,4.20347,4.02357,5.21508,5.08665,3.73974,3.3989,4.29793,3.86748,4.02541,4.15663,3.60834,3.64482,2.44966,2.40952,2.94175,2.92021,3.83287,3.53129,4.10224,3.78148,2.8089,2.56953,3.27645,2.98152,5.5086,4.2864,5.36332,4.83685,3.13192,2.45174,2.98195,2.67984
970,2.68513,2.33844,1.81727,1.50038,3.51318,3.21558,3.54222,3.26112,3.96733,3.35852,3.04911,2.58766,3.62654,3.01912,3.08818,2.64645,4.32708,3.94677,5.31281,4.94458,3.94446,3.3059,4.63036,3.82794,3.84908,3.97555,3.12267,3.15497,1.96847,1.89632,2.23553,2.20874,3.67645,3.39524,3.91404,3.61074,2.69576,2.45747,3.09211,2.78267,5.78233,4.45707,5.65718,5.045,3.45676,2.91398,3.41951,3.12142
971,2.53138,2.36543,1.6355,1.48745,2.91729,2.82555,3.07077,2.95513,4.02425,3.38649,3.15557,2.65061,3.37461,2.80044,2.80045,2.22976,4.52578,4.01679,5.58085,5.00111,4.17935,3.40561,5.03263,3.91239,4.15554,4.28952,3.60822,3.6518,2.40017,2.36111,2.81921,2.80983,3.7407,3.37026,3.96718,3.57955,2.91881,2.63305,3.29354,2.93347,5.57381,4.25212,5.3159,4.78409,3.19752,2.62456,3.25296,2.96735
972,3.04601,2.8186,2.11123,2.0009,3.70796,3.40207,3.91354,3.61566,4.67933,3.80676,3.49971,2.84182,3.30855,2.71035,2.74909,2.27358,4.20345,3.87871,5.28646,4.99398,3.72747,3.1524,4.3944,3.61475,4.11497,4.24174,3.62323,3.64952,2.45218,2.41734,2.92044,2.90174,3.9615,3.66356,4.1092,3.75562,2.78341,2.53537,3.25477,2.91129,5.06192,3.78556,4.74454,4.26259,3.05305,2.38871,2.9964,2.64541
973,3.3004,2.92638,2.26101,1.88128,3.89666,3.5951,4.08038,3.81204,3.94653,3.37477,3.00655,2.49879,3.56715,2.98262,3.07457,2.70506,4.22902,3.91183,5.32261,5.05576,3.83539,3.34545,4.58268,3.92046,3.99392,4.0674,3.48429,3.4676,2.40605,2.30969,2.80272,2.74402,3.5424,3.20393,3.59917,3.27696,2.58733,2.29225,2.81643,2.49352,4.92573,3.72779,4.69265,4.2499,3.31473,2.6143,3.21626,2.86775
974,3.00352,2.59576,2.11323,1.7895,3.79072,3.45274,3.87574,3.56726,3.99197,3.48199,2.99549,2.65815,3.43251,2.92455,2.89656,2.50614,4.26009,4.05094,5.27014,5.06629,3.78198,3.34341,4.52849,3.88328,3.9633,4.05422,3.45127,3.44734,2.44895,2.39077,2.79851,2.7531,3.43892,3.13124,3.5971,3.2888,2.69955,2.45145,3.02592,2.7442,5.15739,3.81663,5.00472,4.35366,3.274,2.53957,3.13219,2.7255
975,2.63656,2.39203,1.87447,1.76393,3.69927,3.34721,3.84476,3.51413,4.25796,3.65684,3.2285,2.81392,3.33187,2.80151,2.8136,2.40605,4.35653,4.10948,5.35731,5.16111,3.86824,3.39842,4.52043,3.86919,3.81653,3.87641,3.20645,3.18395,2.09951,1.94814,2.44982,2.36579,3.10506,2.8069,3.24347,2.87539,2.33784,2.06677,2.71411,2.33201,4.75479,3.56881,4.65857,4.07786,3.2167,2.47996,3.30321,2.89888
976,2.72902,2.3647,2.04522,1.62376,3.6832,3.28607,3.82836,3.47823,4.14086,3.73058,3.11282,2.82778,3.41626,2.93542,2.91129,2.51155,4.32247,4.0003,5.2633,5.0641,3.94807,3.3941,4.51871,3.83908,3.95151,4.04692,3.41103,3.42244,2.31938,2.26884,2.70551,2.68529,3.02297,2.66129,3.17296,2.79468,2.31471,1.92057,2.64075,2.22162,4.83285,3.55369,4.80837,4.17752,3.54624,2.71141,3.58494,3.13056
977,3.02627,2.66812,2.02474,1.68131,3.54032,3.13137,3.68767,3.29073,4.0202,3.49252,3.04404,2.74938,3.38746,2.86247,2.7951,2.35544,4.22758,3.81461,5.23151,4.88356,3.9154,3.25781,4.61558,3.81057,4.25327,4.35416,3.71666,3.72549,2.54422,2.5202,2.95303,2.93238,2.89402,2.75769,3.08061,2.90082,2.10073,1.98666,2.43831,2.25096,4.8862,3.49645,4.80722,4.03537,3.30129,2.51353,3.16322,2.78356
978,2.69436,2.37873,1.67787,1.36133,3.75515,3.46657,3.93587,3.65295,3.461,3.15519,2.7873,2.55467,3.50767,2.97604,3.02633,2.57868,4.19325,3.83732,5.08566,4.90947,3.78136,3.20375,4.29384,3.71742,4.01722,4.06807,3.57726,3.49517,2.51291,2.31031,2.87382,2.67524,2.53115,2.45812,2.62585,2.49383,2.09147,2.06791,2.24962,2.1385,4.41084,3.00803,4.12836,3.39129,3.30999,2.43608,3.13018,2.66411
979,3.08319,2.74521,1.83745,1.46158,3.07889,2.70453,3.10296,2.74528,2.88302,2.56179,2.30688,2.07474,3.38983,2.92883,2.92394,2.51942,4.59886,3.99539,5.63421,5.08273,4.33034,3.42131,5.14178,3.951,3.9774,4.0292,3.45182,3.38121,2.41805,2.23675,2.79904,2.64239,2.92575,2.82177,3.1481,3.02563,2.52252,2.46826,2.81037,2.72149,4.78363,3.13616,4.44934,3.55798,3.28934,2.42492,3.05518,2.60815
980,3.18809,2.74102,2.07602,1.69984,3.23759,2.88468,3.27895,2.94564,2.40216,2.13307,2.02936,1.8808,3.39515,2.87934,2.86138,2.39303,4.48886,3.89388,5.28579,4.84868,4.06126,3.12729,4.60948,3.72469,3.87658,3.95267,3.35172,3.32105,2.26065,2.13,2.60075,2.49941,2.74986,2.6012,2.94264,2.8912,2.55959,2.41806,2.82828,2.77955,4.60485,3.19009,4.33826,3.52491,3.29422,2.458,3.28577,2.82859
981,2.85419,2.66982,1.7603,1.55902,3.31466,2.86223,3.40342,3.01005,2.46844,1.99022,2.02218,1.57346,3.418,3.0131,2.93987,2.58354,4.16321,3.6672,5.15121,4.81766,3.89675,3.16572,4.55161,3.82209,4.16017,4.2416,3.63946,3.62735,2.42602,2.32077,2.84565,2.78388,2.58337,2.45097,2.89832,2.74839,2.39093,2.27142,2.78674,2.64126,4.02002,2.49231,3.58361,2.70448,3.08873,2.24413,2.91115,2.49665
982,3.30911,3.0696,2.15124,1.96833,3.40075,3.04738,3.52143,3.20677,3.45356,2.81912,2.71896,2.20631,3.50062,2.96265,3.13929,2.69613,4.40339,4.17721,5.39858,5.31792,3.96176,3.5543,4.50704,4.07251,4.08063,4.20255,3.58144,3.59662,2.36987,2.31019,2.82497,2.77365,3.20146,3.12715,3.36414,3.26137,2.64529,2.58776,2.94702,2.8558,4.61453,3.21155,4.26793,3.54029,3.0498,2.06246,2.85699,2.29926
983,3.30137,2.92254,2.42353,2.10956,3.96307,3.5843,4.13194,3.78039,3.89863,3.29017,3.00546,2.53266,3.39729,3.00188,3.14148,2.76557,4.33999,3.98652,5.27991,5.00726,3.96248,3.3979,4.54121,3.84987,4.23931,4.35222,3.76319,3.75555,2.54409,2.48109,3.03495,2.96902,3.71905,3.60447,4.0254,3.88929,3.06568,2.97346,3.52894,3.4177,4.75198,3.27361,4.43491,3.69189,3.19141,2.22376,3.01365,2.48944
984,3.80932,3.2974,2.63205,2.19498,3.1703,2.83195,3.28074,2.98298,3.52191,2.94788,2.72386,2.27546,3.41242,2.87991,2.99232,2.54445,4.76326,4.19994,5.62819,5.35746,4.39577,3.53768,4.74955,3.85114,4.00436,4.09653,3.63879,3.64116,2.57822,2.49787,2.99084,2.93956,3.3932,3.30455,3.65188,3.56873,2.98802,2.91738,3.42824,3.36326,4.7403,2.96919,4.25171,3.38614,3.124,2.29933,2.97853,2.58418
985,3.49258,3.10397,2.38962,2.08053,3.09626,2.78961,3.23773,2.96751,3.298,2.82505,2.63457,2.31982,3.55527,3.10077,3.03422,2.66457,4.33564,3.96369,5.25126,5.03914,3.88853,3.25809,4.4214,3.75498,3.91449,4.03768,3.36539,3.38436,2.11737,2.08166,2.54613,2.50714,3.31388,3.23986,3.57909,3.47893,2.9431,2.87203,3.37373,3.27975,4.90366,3.24162,4.49595,3.70756,3.59026,2.90958,3.69617,3.35654
986,3.25386,3.03411,2.34792,2.22631,3.33307,3.08381,3.5053,3.27703,3.46409,2.86782,2.8181,2.25432,3.56701,3.08984,3.2157,2.84081,4.29033,3.78643,5.16658,4.75979,3.93368,3.12481,4.60963,3.69654,3.89524,4.00803,3.42158,3.44236,2.17538,2.13513,2.62677,2.60462,3.08633,3.03666,3.24807,3.24225,2.59882,2.55612,2.89685,2.90741,4.92535,3.04092,4.46255,3.47409,3.72734,3.01894,3.78937,3.44907
987,3.00585,2.70258,2.14143,1.91395,3.2489,2.96712,3.49695,3.26582,3.2779,2.78175,2.76401,2.26157,3.62164,3.14936,3.07845,2.6865,4.63925,3.94575,5.61268,4.95872,4.33777,3.31157,5.10016,3.79,3.89211,4.00797,3.39596,3.42172,2.04951,2.05997,2.47993,2.4787,3.33764,3.203,3.30046,3.28067,2.83509,2.62685,2.88409,2.83021,5.38996,3.57586,5.12535,4.06377,2.89426,2.24003,2.73629,2.42582
988,3.01192,2.66427,2.02422,1.80493,3.05004,2.81663,3.22448,3.01314,3.03804,2.65945,2.61832,2.3478,3.50701,3.02732,3.14186,2.67876,4.46663,3.96443,5.57053,5.09291,4.15558,3.36294,5.01446,3.93958,4.2207,4.21607,3.96271,3.84705,2.72381,2.52941,3.19161,3.01217,3.10267,3.04883,3.2051,3.19246,2.61479,2.55295,2.84968,2.84437,5.23036,3.36474,4.85734,3.79815,2.68884,2.25127,2.52881,2.38518
989,2.50306,2.20168,1.88473,1.55581,3.52441,3.12379,3.7533,3.43397,3.20026,2.77743,2.51459,2.12938,3.6203,2.99194,3.20359,2.69672,4.75281,4.00104,5.68806,5.05314,4.43986,3.35347,5.14415,3.75116,3.89341,3.98019,3.57477,3.56423,2.46128,2.40297,2.94458,2.88321,3.01686,2.97764,3.16842,3.07737,2.29367,2.27617,2.58362,2.49962,4.83115,2.98566,4.29758,3.31294,2.96563,2.44977,2.7271,2.51304
990,2.37093,2.10428,1.50009,1.23,3.34825,2.99123,3.54248,3.25896,3.37288,2.99797,2.63643,2.34381,3.49379,2.95231,3.11576,2.67317,4.65511,3.79247,5.48512,4.68478,4.42174,3.16585,5.11326,3.54724,4.09606,4.14416,3.70338,3.60402,2.72524,2.49293,3.17487,2.94797,3.49188,3.31193,3.81913,3.61376,3.0676,2.93368,3.53531,3.35994,5.04121,3.14631,4.54416,3.58561,2.95792,2.36505,2.82612,2.61742
991,2.7698,2.49617,1.87494,1.58566,2.944,2.71639,3.09413,2.87136,3.67019,3.24012,2.90867,2.58489,3.37904,2.8024,2.91343,2.41117,4.53877,3.84448,5.54278,4.94118,4.2578,3.21354,5.02029,3.80514,4.11034,4.14609,3.69378,3.63257,2.61743,2.44873,3.03059,2.89886,3.7131,3.5269,3.90792,3.71022,3.16945,2.96206,3.57626,3.37758,5.13336,3.19863,4.76715,3.74215,3.06833,2.44268,3.00385,2.65298
992,3.13232,2.75594,2.18755,1.92389,2.98873,2.76942,3.17693,2.97819,3.0622,2.72464,2.4669,2.20814,3.44343,2.98768,3.07672,2.60793,4.63087,3.90537,5.50566,4.84535,4.42171,3.42201,5.09948,3.92917,3.94642,4.00333,3.47461,3.42231,2.44697,2.28719,2.87506,2.74242,3.53217,3.45171,3.91347,3.77979,2.8894,2.84694,3.48114,3.37995,5.36723,3.47122,4.9973,4.07558,3.20968,2.53531,3.01811,2.64445
993,2.68675,2.44141,2.00117,1.7507,2.77292,2.50629,2.88371,2.63125,3.51397,3.01184,2.74107,2.37116,3.63076,3.0357,3.06325,2.56029,4.72523,3.99339,5.64631,5.01178,4.49121,3.42869,5.1687,3.95838,4.09856,4.16215,3.62937,3.59559,2.52794,2.43961,2.94682,2.87727,3.15886,3.08123,3.4069,3.31014,2.61958,2.54425,2.9935,2.9039,5.29235,3.32933,4.84279,3.84333,3.77305,3.17836,3.6548,3.35272
994,2.88625,2.59774,2.00002,1.79015,2.61015,2.3073,2.638,2.38712,3.19216,2.78542,2.53879,2.20133,3.66059,3.09307,3.18671,2.76788,4.37658,3.86859,5.42949,4.98043,4.15068,3.42351,4.88446,3.97667,4.07442,4.11509,3.76757,3.74347,2.65858,2.55481,3.13434,3.07633,3.47871,3.3945,3.80935,3.68476,2.8183,2.77671,3.31149,3.23096,5.31263,3.50892,4.9189,4.00769,3.7526,3.04239,3.74328,3.36423
995,2.28492,2.11579,1.53135,1.36134,2.92094,2.70674,2.97016,2.76913,3.05533,2.76689,2.57957,2.39268,3.89607,3.1767,3.24067,2.76694,4.47803,3.83389,5.38994,4.87872,4.28374,3.39788,4.88315,3.7501,3.786,3.81483,3.48994,3.45154,2.44277,2.34842,2.8536,2.77933,2.59903,2.52263,2.70595,2.6107,2.1318,2.05959,2.3993,2.32262,5.59855,3.42285,5.14149,3.94632,3.63672,2.91299,3.71475,3.23717
